folio,fecha_creacion,hora_creacion,dia_semana,fecha_cierre,hora_cierre,tipo_incidente_c4,incidente_c4,alcaldia_inicio,codigo_cierre,clas_con_f_alarma,tipo_entrada,alcaldia_cierre,alcaldia_catalogo,colonia_catalogo,longitud,latitud
C5/20230228/02483,28/02/23,15:41:03,Martes,28/02/23,18:48:35,Accidente,Ciclista,CUAUHTEMOC,D,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Cuauhtemoc,-99.168122,19.435702
C5/20230228/02486,28/02/23,15:41:17,Martes,28/02/23,18:48:37,Accidente,Ciclista,CUAUHTEMOC,D,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Cuauhtemoc,-99.168122,19.435702
C5/20230228/02521,28/02/23,15:49:05,Martes,28/02/23,18:58:52,Accidente,Ciclista,TLAHUAC,A,URGENCIAS MEDICAS,LLAMADA DEL 911,TLAHUAC,Tláhuac,El Triangulo Del Pblo. De Sn. Fco. Tlaltenco,-99.01276333,19.28363391
C5/20230228/02548,28/02/23,15:54:03,Martes,28/02/23,18:59:29,Accidente,Ciclista,CUAUHTEMOC,D,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Cuauhtemoc,-99.166382,19.434886
C5/20230228/02627,28/02/23,16:12:29,Martes,28/02/23,19:18:35,Accidente,Ciclista,CUAUHTEMOC,D,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Cuauhtemoc,-99.165901,19.434771
C5/20230228/04099,28/02/23,21:46:59,Martes,01/03/23,0:48:17,Accidente,Ciclista,COYOACAN,A,URGENCIAS MEDICAS,LLAMADA DEL 911,COYOACAN,Coyoacán,Emiliano Zapata,-99.139495,19.328141
C2N/20230301/00108,01/03/23,16:25:53,Miércoles,01/03/23,19:28:30,Accidente,Ciclista,GUSTAVO A. MADERO,A,URGENCIAS MEDICAS,BOTÓN DE AUXILIO,GUSTAVO A. MADERO,Gustavo A. Madero,Tepeyac Insurgentes,-99.12083,19.48478
C5/20230301/00854,01/03/23,8:23:28,Miércoles,01/03/23,11:28:20,Accidente,Ciclista,XOCHIMILCO,A,URGENCIAS MEDICAS,LLAMADA DEL 911,XOCHIMILCO,Xochimilco,Pueblo Santa Cecilia Tepetlapa,-99.094519,19.21868
C5/20230301/02022,01/03/23,13:57:53,Miércoles,01/03/23,17:08:19,Accidente,Ciclista,COYOACAN,A,URGENCIAS MEDICAS,LLAMADA DEL 911,COYOACAN,Coyoacán,Pueblo La Candelaria,-99.14720755,19.33693815
C5/20230301/03266,01/03/23,18:59:03,Miércoles,01/03/23,22:08:23,Accidente,Ciclista,TLALPAN,D,URGENCIAS MEDICAS,LLAMADA DEL 911,TLALPAN,Tlalpan,Pedregal De Las Aguilas,-99.171927,19.272153
C5/20230301/03269,01/03/23,19:00:21,Miércoles,01/03/23,22:08:24,Accidente,Ciclista,TLALPAN,D,URGENCIAS MEDICAS,LLAMADA DEL 911,TLALPAN,Tlalpan,Tlalcoligia,-99.17340183,19.27275565
C5/20230301/03216,01/03/23,18:44:49,Miércoles,01/03/23,21:58:21,Accidente,Ciclista,TLALPAN,A,URGENCIAS MEDICAS,LLAMADA DEL 911,TLALPAN,Tlalpan,Pueblo Chimalcoyotl,-99.17316627,19.27265372
C5/20230301/03169,01/03/23,18:34:32,Miércoles,01/03/23,21:38:29,Accidente,Ciclista,CUAUHTEMOC,A,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Cuauhtemoc,-99.165058,19.428281
C2S/20230302/00125,02/03/23,18:16:41,Jueves,02/03/23,21:28:40,Accidente,Ciclista,COYOACAN,D,URGENCIAS MEDICAS,BOTÓN DE AUXILIO,COYOACAN,Coyoacán,Granjas Esmeralda,-99.12036,19.35075
C2N/20230302/00097,02/03/23,17:54:53,Jueves,02/03/23,20:59:42,Accidente,Ciclista,GUSTAVO A. MADERO,D,URGENCIAS MEDICAS,BOTÓN DE AUXILIO,GUSTAVO A. MADERO,Gustavo A. Madero,Martin Carrera,-99.10433,19.48917
C5/20230302/01892,02/03/23,13:21:48,Jueves,02/03/23,16:28:39,Accidente,Ciclista,CUAUHTEMOC,A,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Roma Sur,-99.157614,19.406528
C5/20230302/01842,02/03/23,13:09:55,Jueves,02/03/23,16:18:37,Accidente,Ciclista,CUAUHTEMOC,A,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Centro,-99.130518,19.428768
C5/20230302/03063,02/03/23,17:51:19,Jueves,02/03/23,20:59:20,Accidente,Ciclista,GUSTAVO A. MADERO,A,URGENCIAS MEDICAS,LLAMADA DEL 911,GUSTAVO A. MADERO,Gustavo A. Madero,Martin Carrera,-99.103168,19.489533
C5/20230302/03181,02/03/23,18:19:52,Jueves,02/03/23,21:28:34,Accidente,Ciclista,GUSTAVO A. MADERO,D,URGENCIAS MEDICAS,LLAMADA DEL 911,GUSTAVO A. MADERO,Gustavo A. Madero,Martin Carrera,-99.103168,19.489533
C5/20230302/03146,02/03/23,18:09:26,Jueves,02/03/23,21:18:52,Accidente,Ciclista,IZTAPALAPA,A,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,Coyoacán,Granjas Esmeralda,-99.120361,19.350845
C5/20230302/03467,02/03/23,19:23:35,Jueves,02/03/23,22:28:37,Accidente,Ciclista,ALVARO OBREGON,A,URGENCIAS MEDICAS,LLAMADA DEL 911,ALVARO OBREGON,Álvaro Obregón,Jose Maria Pino Suarez,-99.192684,19.399861
C5/20230303/00795,03/03/23,7:34:33,Viernes,03/03/23,10:38:39,Accidente,Ciclista,CUAUHTEMOC,D,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Roma Norte,-99.164402,19.418852
C5/20230303/02474,03/03/23,14:20:21,Viernes,03/03/23,17:29:04,Accidente,Ciclista,COYOACAN,D,URGENCIAS MEDICAS,LLAMADA DEL 911,COYOACAN,Coyoacán,Pedregal De Santo Domingo,-99.156844,19.333442
C5/20230303/02386,03/03/23,14:03:49,Viernes,03/03/23,18:53:52,Accidente,Ciclista,AZCAPOTZALCO,A,URGENCIAS MEDICAS,RADIO,AZCAPOTZALCO,Gustavo A. Madero,Heroe De Nacozari,-99.145046,19.471132
C5/20230303/02416,03/03/23,14:06:56,Viernes,03/03/23,17:18:38,Accidente,Ciclista,COYOACAN,D,URGENCIAS MEDICAS,LLAMADA DEL 911,COYOACAN,Coyoacán,Pedregal De Santo Domingo,-99.156495,19.333788
C5/20230303/02336,03/03/23,13:52:55,Viernes,03/03/23,17:14:54,Accidente,Ciclista,COYOACAN,A,URGENCIAS MEDICAS,LLAMADA DEL 911,COYOACAN,Coyoacán,Pedregal De Santo Domingo,-99.15695178,19.33340484
C5/20230302/04389,02/03/23,22:29:39,Jueves,03/03/23,2:13:48,Accidente,Ciclista,VENUSTIANO CARRANZA,A,URGENCIAS MEDICAS,LLAMADA DEL 911,VENUSTIANO CARRANZA,Venustiano Carranza,Jardin Balbuena,-99.109553,19.423211
C5/20230302/04123,02/03/23,21:33:48,Jueves,03/03/23,0:38:32,Accidente,Ciclista,COYOACAN,D,URGENCIAS MEDICAS,LLAMADA DEL 911,COYOACAN,Coyoacán,Viejo Ejido Santa Ursula Coapa,-99.143031,19.307199
C5/20230303/02810,03/03/23,15:29:14,Viernes,03/03/23,18:38:35,Accidente,Ciclista,CUAUHTEMOC,F,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Venustiano Carranza,Jamaica,-99.12674,19.408823
C5/20230303/02651,03/03/23,14:58:36,Viernes,03/03/23,18:08:31,Accidente,Ciclista,CUAUHTEMOC,A,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Doctores,-99.150569,19.422289
C5/20230303/03456,03/03/23,17:41:34,Viernes,03/03/23,20:48:35,Accidente,Ciclista,GUSTAVO A. MADERO,F,URGENCIAS MEDICAS,LLAMADA DEL 911,GUSTAVO A. MADERO,Gustavo A. Madero,San Juan De Aragon Ii Seccion,-99.0794,19.451
C5/20230303/04415,03/03/23,20:45:56,Viernes,03/03/23,23:58:35,Accidente,Ciclista,COYOACAN,D,URGENCIAS MEDICAS,LLAMADA DEL 911,COYOACAN,Coyoacán,Alianza Popular Revolucionaria,-99.12447552,19.31867939
C5/20230303/04283,03/03/23,20:23:56,Viernes,03/03/23,23:30:57,Accidente,Ciclista,COYOACAN,A,URGENCIAS MEDICAS,LLAMADA DEL 911,COYOACAN,Coyoacán,Ex Ejido San Pablo Tepetlapa,-99.12183,19.318909
C5/20230303/04274,03/03/23,20:20:51,Viernes,03/03/23,23:28:58,Accidente,Ciclista,VENUSTIANO CARRANZA,F,URGENCIAS MEDICAS,LLAMADA DEL 911,VENUSTIANO CARRANZA,Venustiano Carranza,Moctezuma 2a. Seccion,-99.095952,19.434701
C5/20230303/04040,03/03/23,19:38:03,Viernes,03/03/23,22:48:35,Accidente,Ciclista,TLAHUAC,D,URGENCIAS MEDICAS,LLAMADA DEL 911,TLAHUAC,Tláhuac,Selene Del Pueblo San Francisco Tlaltenco,-98.9996932,19.2935388
C5/20230304/02058,04/03/23,10:08:55,Sábado,04/03/23,13:18:57,Accidente,Ciclista,COYOACAN,F,URGENCIAS MEDICAS,LLAMADA DEL 911,COYOACAN,Coyoacán,Ciudad Universitaria,-99.183465,19.335165
C5/20230303/04507,03/03/23,21:02:16,Viernes,04/03/23,0:08:49,Accidente,Ciclista,COYOACAN,D,URGENCIAS MEDICAS,LLAMADA DEL 911,COYOACAN,Coyoacán,Ex Ejido San Pablo Tepetlapa,-99.11240109,19.31768181
C5/20230303/04598,03/03/23,21:19:47,Viernes,04/03/23,0:28:40,Accidente,Ciclista,COYOACAN,D,URGENCIAS MEDICAS,LLAMADA DEL 911,COYOACAN,Coyoacán,Ex Ejido San Pablo Tepetlapa,-99.12495,19.320154
C5/20230304/03772,04/03/23,17:37:55,Sábado,04/03/23,20:41:15,Accidente,Ciclista,MIGUEL HIDALGO,A,URGENCIAS MEDICAS,LLAMADA DEL 911,MIGUEL HIDALGO,Miguel Hidalgo,Reforma Social,-99.21344867,19.43437913
C5/20230305/03633,05/03/23,14:58:06,Domingo,05/03/23,18:08:45,Accidente,Ciclista,BENITO JUAREZ,A,URGENCIAS MEDICAS,LLAMADA DEL 911,BENITO JUAREZ,Benito Juárez,Letran Valle,-99.148523,19.37758
C5/20230304/05106,04/03/23,22:28:34,Sábado,05/03/23,1:38:43,Accidente,Ciclista,AZCAPOTZALCO,F,URGENCIAS MEDICAS,LLAMADA DEL 911,AZCAPOTZALCO,Azcapotzalco,Obrero Popular,-99.176157,19.468194
C2P/20230305/00100,05/03/23,15:59:55,Domingo,05/03/23,19:08:55,Accidente,Ciclista,LA MAGDALENA CONTRERAS,A,URGENCIAS MEDICAS,BOTÓN DE AUXILIO,LA MAGDALENA CONTRERAS,La Magdalena Contreras,La Malinche,-99.23932,19.31945
C5/20230305/04498,05/03/23,18:07:00,Domingo,05/03/23,21:09:14,Accidente,Ciclista,GUSTAVO A. MADERO,F,URGENCIAS MEDICAS,LLAMADA DEL 911,GUSTAVO A. MADERO,Cuauhtémoc,Valle Gomez,-99.126405,19.461152
C5/20230305/03030,05/03/23,12:51:21,Domingo,05/03/23,15:58:49,Accidente,Ciclista,MIGUEL HIDALGO,A,URGENCIAS MEDICAS,LLAMADA DEL 911,MIGUEL HIDALGO,Miguel Hidalgo,Ampliacion Granada,-99.204728,19.440734
C5/20230305/03380,05/03/23,14:04:20,Domingo,05/03/23,17:28:42,Accidente,Ciclista,BENITO JUAREZ,A,URGENCIAS MEDICAS,LLAMADA DEL 911,BENITO JUAREZ,Benito Juárez,Villa De Cortes,-99.13469,19.387229
C5/20230305/03392,05/03/23,14:05:48,Domingo,05/03/23,17:18:49,Accidente,Ciclista,COYOACAN,F,URGENCIAS MEDICAS,LLAMADA DEL 911,COYOACAN,Coyoacán,Culhuacan Ctm Seccion Vi,-99.11863566,19.32582348
C5/20230305/02564,05/03/23,10:36:08,Domingo,05/03/23,13:48:44,Accidente,Ciclista,MIGUEL HIDALGO,A,URGENCIAS MEDICAS,LLAMADA DEL 911,MIGUEL HIDALGO,Miguel Hidalgo,Bosque De Chapultepec Ii Seccion,-99.19428253,19.41577865
C5/20230306/01676,06/03/23,10:20:41,Lunes,06/03/23,13:28:47,Accidente,Ciclista,CUAUHTEMOC,A,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Obrera,-99.133873,19.420581
C5/20230306/01646,06/03/23,10:11:08,Lunes,06/03/23,13:45:05,Accidente,Ciclista,MIGUEL HIDALGO,A,URGENCIAS MEDICAS,LLAMADA DEL 911,MIGUEL HIDALGO,Miguel Hidalgo,Veronica Anzures,-99.17196756,19.43350304
C5/20230306/02148,06/03/23,12:51:00,Lunes,06/03/23,15:58:53,Accidente,Ciclista,BENITO JUAREZ,A,URGENCIAS MEDICAS,LLAMADA DEL 911,BENITO JUAREZ,Benito Juárez,Tlacoquemecatl,-99.175622,19.373002
C5/20230306/02158,06/03/23,12:54:43,Lunes,06/03/23,15:58:55,Accidente,Ciclista,BENITO JUAREZ,D,URGENCIAS MEDICAS,LLAMADA DEL 911,BENITO JUAREZ,Benito Juárez,Tlacoquemecatl,-99.175622,19.373002
C5/20230306/01976,06/03/23,11:51:35,Lunes,06/03/23,14:59:25,Accidente,Ciclista,BENITO JUAREZ,D,URGENCIAS MEDICAS,LLAMADA DEL 911,BENITO JUAREZ,Benito Juárez,Narvarte Poniente,-99.1561,19.3959
C5/20230306/01961,06/03/23,11:44:51,Lunes,06/03/23,14:50:54,Accidente,Ciclista,BENITO JUAREZ,F,URGENCIAS MEDICAS,LLAMADA DEL 911,BENITO JUAREZ,Benito Juárez,Narvarte Poniente,-99.155917,19.396894
C5/20230306/02034,06/03/23,12:22:39,Lunes,06/03/23,16:01:52,Accidente,Ciclista,CUAUHTEMOC,A,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Tabacalera,-99.153514,19.433731
C5/20230306/01062,06/03/23,6:35:06,Lunes,06/03/23,9:48:43,Accidente,Ciclista,GUSTAVO A. MADERO,D,URGENCIAS MEDICAS,LLAMADA DEL 911,GUSTAVO A. MADERO,Gustavo A. Madero,Santa Isabel Tola,-99.117638,19.501427
C5/20230306/03583,06/03/23,19:16:47,Lunes,06/03/23,22:28:48,Accidente,Ciclista,TLALPAN,D,URGENCIAS MEDICAS,LLAMADA DEL 911,TLALPAN,Tlalpan,Residencial Villa Coapa,-99.120685,19.295526
C5/20230306/03628,06/03/23,19:26:58,Lunes,06/03/23,22:28:57,Accidente,Ciclista,TLALPAN,D,URGENCIAS MEDICAS,LLAMADA DEL 911,TLALPAN,Tlalpan,Rinconada Las Hadas,-99.120773,19.295776
C5/20230306/03432,06/03/23,18:40:06,Lunes,06/03/23,21:48:52,Accidente,Ciclista,IZTAPALAPA,D,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,Iztapalapa,Ejercito De Agua Prieta,-99.03679715,19.36788546
C5/20230306/02987,06/03/23,16:20:56,Lunes,06/03/23,21:18:48,Accidente,Ciclista,IZTAPALAPA,A,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,Iztapalapa,El Vergel,-99.08861933,19.31705456
C5/20230306/02433,06/03/23,14:12:16,Lunes,06/03/23,17:19:59,Accidente,Ciclista,COYOACAN,A,URGENCIAS MEDICAS,LLAMADA DEL 911,COYOACAN,Coyoacán,Pedregal De Santo Domingo,-99.164335,19.330283
C5/20230306/04392,06/03/23,22:07:47,Lunes,07/03/23,1:18:47,Accidente,Ciclista,TLAHUAC,A,URGENCIAS MEDICAS,LLAMADA DEL 911,TLAHUAC,Tláhuac,Barrio La Asuncion,-99.004773,19.270374
C5/20230306/03575,06/03/23,19:15:07,Lunes,07/03/23,0:55:45,Accidente,Ciclista,TLALPAN,A,URGENCIAS MEDICAS,LLAMADA DEL 911,TLALPAN,Tlalpan,Rinconada Las Hadas,-99.120911,19.295994
C5/20230307/02001,07/03/23,14:55:10,Martes,07/03/23,17:59:19,Accidente,Ciclista,IZTAPALAPA,D,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,Iztapalapa,Barrio San Miguel,-99.07457,19.354217
C5/20230307/02004,07/03/23,14:55:32,Martes,07/03/23,17:59:21,Accidente,Ciclista,IZTAPALAPA,D,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,Iztapalapa,Barrio San Miguel,-99.073413,19.351952
C5/20230307/03186,07/03/23,19:25:07,Martes,07/03/23,22:29:15,Accidente,Ciclista,TLALPAN,F,URGENCIAS MEDICAS,LLAMADA DEL 911,TLALPAN,Tlalpan,Pueblo Santa Ursula Xitla,-99.17560094,19.28377038
C5/20230307/03292,07/03/23,19:48:38,Martes,07/03/23,22:58:56,Accidente,Ciclista,TLALPAN,A,URGENCIAS MEDICAS,LLAMADA DEL 911,TLALPAN,Tlalpan,Pueblo Santa Ursula Xitla,-99.172862,19.281577
C5/20230308/00566,08/03/23,6:15:23,Miércoles,08/03/23,9:18:53,Accidente,Ciclista,COYOACAN,A,URGENCIAS MEDICAS,LLAMADA DEL 911,COYOACAN,Coyoacán,Del Carmen,-99.151416,19.35159
C5/20230308/00814,08/03/23,8:26:53,Miércoles,08/03/23,11:29:00,Accidente,Ciclista,COYOACAN,D,URGENCIAS MEDICAS,LLAMADA DEL 911,COYOACAN,Coyoacán,Alianza Popular Revolucionaria,-99.114498,19.315952
C5/20230308/00936,08/03/23,9:10:45,Miércoles,08/03/23,12:19:06,Accidente,Ciclista,IZTAPALAPA,A,URGENCIAS MEDICAS,RADIO,IZTAPALAPA,Iztapalapa,Lomas De San Lorenzo,-99.066962,19.326001
C5/20230308/01621,08/03/23,12:38:46,Miércoles,08/03/23,15:48:56,Accidente,Ciclista,IZTAPALAPA,D,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,NA,NA,-99.020338,19.383635
C5/20230308/02902,08/03/23,19:41:59,Miércoles,08/03/23,22:49:02,Accidente,Ciclista,CUAUHTEMOC,A,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Buenavista,-99.149705,19.441876
C5/20230308/01950,08/03/23,13:48:24,Miércoles,08/03/23,16:58:58,Accidente,Ciclista,CUAUHTEMOC,A,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Ex Hipodromo De Peralvillo,-99.132244,19.458433
C5/20230308/02296,08/03/23,15:48:28,Miércoles,08/03/23,18:58:54,Accidente,Ciclista,BENITO JUAREZ,F,URGENCIAS MEDICAS,LLAMADA DEL 911,BENITO JUAREZ,Benito Juárez,Narvarte Poniente,-99.1587,19.3811
C5/20230309/01138,09/03/23,10:27:34,Jueves,09/03/23,13:29:12,Accidente,Ciclista,CUAUHTEMOC,A,URGENCIAS MEDICAS,RADIO,CUAUHTEMOC,Cuauhtémoc,Nonoalco Tlatelolco,-99.146309,19.456542
C5/20230309/04031,09/03/23,20:52:09,Jueves,09/03/23,23:59:14,Accidente,Ciclista,CUAUHTEMOC,D,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Tabacalera,-99.153514,19.433731
C5/20230309/03819,09/03/23,20:15:23,Jueves,09/03/23,23:19:11,Accidente,Ciclista,CUAUHTEMOC,D,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Tabacalera,-99.149745,19.435529
C5/20230309/03534,09/03/23,19:22:12,Jueves,09/03/23,22:29:05,Accidente,Ciclista,CUAUHTEMOC,A,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Tabacalera,-99.1494,19.4358
C5/20230309/03671,09/03/23,19:47:18,Jueves,09/03/23,22:49:15,Accidente,Ciclista,CUAUHTEMOC,D,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Juarez,-99.15531725,19.43246828
C5/20230309/03009,09/03/23,17:19:59,Jueves,09/03/23,20:29:06,Accidente,Ciclista,CUAUHTEMOC,A,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Centro,-99.133978,19.437703
C5/20230309/03038,09/03/23,17:26:03,Jueves,09/03/23,20:29:14,Accidente,Ciclista,CUAUHTEMOC,D,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Centro,-99.133531,19.437636
C5/20230309/03044,09/03/23,17:28:55,Jueves,09/03/23,20:39:01,Accidente,Ciclista,CUAUHTEMOC,A,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Roma Sur,-99.162136,19.409775
C5/20230309/03048,09/03/23,17:28:55,Jueves,09/03/23,20:39:02,Accidente,Ciclista,CUAUHTEMOC,D,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Centro,-99.133531,19.437636
C5/20230309/04111,09/03/23,21:10:22,Jueves,10/03/23,0:19:07,Accidente,Ciclista,IZTAPALAPA,A,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,Iztapalapa,Paraje San Juan,-99.068961,19.342203
C5/20230310/01402,10/03/23,10:34:24,Viernes,10/03/23,13:39:05,Accidente,Ciclista,GUSTAVO A. MADERO,D,URGENCIAS MEDICAS,LLAMADA DEL 911,GUSTAVO A. MADERO,Gustavo A. Madero,San Juan De Aragon,-99.08063,19.461297
C5/20230310/01277,10/03/23,9:55:48,Viernes,10/03/23,12:59:52,Accidente,Ciclista,GUSTAVO A. MADERO,A,URGENCIAS MEDICAS,LLAMADA DEL 911,GUSTAVO A. MADERO,Gustavo A. Madero,San Juan De Aragon,-99.07351,19.460645
C5/20230310/02835,10/03/23,18:04:42,Viernes,10/03/23,21:09:16,Accidente,Ciclista,CUAUHTEMOC,A,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Juarez,-99.165239,19.423802
C5/20230311/02007,11/03/23,10:06:38,Sábado,11/03/23,13:19:08,Accidente,Ciclista,MIGUEL HIDALGO,A,URGENCIAS MEDICAS,LLAMADA DEL 911,MIGUEL HIDALGO,Miguel Hidalgo,Bosque De Chapultepec I Seccion,-99.1836,19.4178
C5/20230311/00125,11/03/23,0:20:53,Sábado,11/03/23,3:29:11,Accidente,Ciclista,VENUSTIANO CARRANZA,A,URGENCIAS MEDICAS,LLAMADA DEL 911,VENUSTIANO CARRANZA,Venustiano Carranza,20 De Noviembre,-99.112045,19.444894
C5/20230311/02051,11/03/23,10:17:08,Sábado,11/03/23,13:19:19,Accidente,Ciclista,MIGUEL HIDALGO,D,URGENCIAS MEDICAS,LLAMADA DEL 911,MIGUEL HIDALGO,Miguel Hidalgo,Bosque De Chapultepec I Seccion,-99.188227,19.417529
C5/20230311/01968,11/03/23,9:57:10,Sábado,11/03/23,12:59:13,Accidente,Ciclista,ALVARO OBREGON,A,URGENCIAS MEDICAS,LLAMADA DEL 911,ALVARO OBREGON,Álvaro Obregón,Florida,-99.178847,19.360459
C5/20230311/01500,11/03/23,6:34:02,Sábado,11/03/23,9:39:09,Accidente,Ciclista,CUAUHTEMOC,D,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Doctores,-99.147695,19.418062
C5/20230311/01493,11/03/23,6:29:55,Sábado,11/03/23,9:39:08,Accidente,Ciclista,CUAUHTEMOC,D,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Doctores,-99.147845,19.417252
C5/20230311/03508,11/03/23,15:52:57,Sábado,11/03/23,18:59:39,Accidente,Ciclista,COYOACAN,A,URGENCIAS MEDICAS,LLAMADA DEL 911,COYOACAN,Coyoacán,Romero De Terreros,-99.17114779,19.34533984
C5/20230311/03582,11/03/23,16:09:14,Sábado,11/03/23,19:19:16,Accidente,Ciclista,AZCAPOTZALCO,D,URGENCIAS MEDICAS,LLAMADA DEL 911,AZCAPOTZALCO,Azcapotzalco,Tierra Nueva,-99.20388779,19.5018319
C5/20230311/03771,11/03/23,16:46:27,Sábado,11/03/23,19:49:17,Accidente,Ciclista,AZCAPOTZALCO,D,URGENCIAS MEDICAS,LLAMADA DEL 911,AZCAPOTZALCO,Azcapotzalco,El Rosario,-99.204,19.5019
C5/20230311/03726,11/03/23,16:34:46,Sábado,11/03/23,19:39:53,Accidente,Ciclista,AZCAPOTZALCO,D,URGENCIAS MEDICAS,LLAMADA DEL 911,AZCAPOTZALCO,Azcapotzalco,El Rosario,-99.204,19.503389
C5/20230311/03716,11/03/23,16:33:13,Sábado,11/03/23,19:39:44,Accidente,Ciclista,AZCAPOTZALCO,D,URGENCIAS MEDICAS,LLAMADA DEL 911,AZCAPOTZALCO,Azcapotzalco,El Rosario,-99.204738,19.502019
C5/20230311/03226,11/03/23,14:59:30,Sábado,11/03/23,23:14:55,Accidente,Ciclista,AZCAPOTZALCO,A,URGENCIAS MEDICAS,LLAMADA DEL 911,AZCAPOTZALCO,Azcapotzalco,El Rosario,-99.204738,19.502019
C5/20230311/03500,11/03/23,15:52:26,Sábado,11/03/23,18:59:35,Accidente,Ciclista,AZCAPOTZALCO,D,URGENCIAS MEDICAS,LLAMADA DEL 911,AZCAPOTZALCO,Azcapotzalco,El Rosario,-99.20464144,19.50201608
C5/20230312/02686,12/03/23,11:46:36,Domingo,12/03/23,14:49:29,Accidente,Ciclista,ALVARO OBREGON,D,URGENCIAS MEDICAS,LLAMADA DEL 911,ALVARO OBREGON,Álvaro Obregón,Jardines Del Pedregal,-99.208526,19.31352
C5/20230312/02732,12/03/23,11:59:02,Domingo,12/03/23,14:59:36,Accidente,Ciclista,CUAUHTEMOC,A,URGENCIAS MEDICAS,RADIO,CUAUHTEMOC,Cuauhtémoc,Cuauhtemoc,-99.17446315,19.42419709
C5/20230312/02202,12/03/23,9:38:56,Domingo,12/03/23,12:39:20,Accidente,Ciclista,MIGUEL HIDALGO,F,URGENCIAS MEDICAS,RADIO,MIGUEL HIDALGO,Miguel Hidalgo,Peralitos,-99.186537,19.449926
C5/20230311/04877,11/03/23,20:46:26,Sábado,12/03/23,1:30:06,Accidente,Ciclista,CUAUHTEMOC,A,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Obrera,-99.1348,19.416
C5/20230312/03375,12/03/23,14:23:00,Domingo,12/03/23,17:29:20,Accidente,Ciclista,COYOACAN,D,URGENCIAS MEDICAS,LLAMADA DEL 911,COYOACAN,Coyoacán,Culhuacan C.t.m. Secciën X,-99.110871,19.310869
C5/20230312/04612,12/03/23,19:25:24,Domingo,12/03/23,23:09:19,Accidente,Ciclista,COYOACAN,A,URGENCIAS MEDICAS,LLAMADA DEL 911,COYOACAN,Coyoacán,Ajusco,-99.16372,19.319026
